text,parent_text,text_score,parent_score,actual_score,api_score
"Dude?!?! Take a second to think, it isnt that hard to figure out.","Dude, it looked like you intentionally vandalized the page.  It ''wasn't'' obvious that you clicked the wrong thing.  ''I'' undid your mistake.  And I didn't vandalize your talk page.  I brought up a legitamite concern.  Sheesh! —  | Dude?!?! Take a second to think, it isnt that hard to figure out.",0.09112182,0.3389984,0,0.1356
Sorry if my sandbox page was difficult to find...I am still trying to figure this Wiki thing out as well! ,"Nevermind, I found your sandbox page. You can access mine though my user page. ) Sorry, I'm still learning how to navigate around wiki.  Sorry if my sandbox page was difficult to find...I am still trying to figure this Wiki thing out as well! ",0.025910228,0.034513097,0,0.0957
"Yes you are right, in the second picture the contrast is very good. What I said is that I personally dislike the position of Renzi in the second photo. I think that a cropped version without his arm, should be better. I would like to have an image cropped as the first one, and maybe with the contrast of the second. What do you think about it?   , 15:18 16 February 2014 (UTC)","The contrast was elevated in the right picture, also sharpness strengthened. Therefore other qualities were reduced automatically when working with Photoshop. I could try to make the cropped one (left one) more brighter, but there is no possibility to upload and remake the picture once more. Yes you are right, in the second picture the contrast is very good. What I said is that I personally dislike the position of Renzi in the second photo. I think that a cropped version without his arm, should be better. I would like to have an image cropped as the first one, and maybe with the contrast of the second. What do you think about it?   , 15:18 16 February 2014 (UTC)",0.051068526,0.050326355,0,0.1022
I'm just looking at the Great Britain at the 2014 Winter Olympics article.  ,": Bruce Tasker expanded, nominated Template:Did you know nominations/Bruce Tasker. This is my third DYK nom for today, fifth in two days, so excuse my QPQ slowness. Now working on Ben Simons. Thanks, .I'm just looking at the Great Britain at the 2014 Winter Olympics article.  ",0.014450971,0.016964182,0,0.0585
" Alright I wrote a ""half-arsed"" bio of Ejim. Someone should really expand it though, because he is one of the best players in college basketball. ~''''''' /'''~","Because I don't like to do half-arsed bios and I don't want to do a full-arsed bio for this guy.  /  / WP:FOUR / WP:CHICAGO / WP:WAWARD) Alright I wrote a ""half-arsed"" bio of Ejim. Someone should really expand it though, because he is one of the best players in college basketball. ~''''''' /'''~",0.37751234,0.4402136,0,0.146
"""Reliable source"" does not mean every single word in the source is reliable. That quote is not famous by any stretch of the imagination, and I don't understand the need to pretend that it is. ","You are not in a position to be making such subjective judgments, as per WP:RS. And frankly, I'm not interested in hearing them anymore.
You have deliberately contradicted the directly refcited statement published in RS, and then tried to defend that. You are wasting peoples' time.見学/迷惑""Reliable source"" does not mean every single word in the source is reliable. That quote is not famous by any stretch of the imagination, and I don't understand the need to pretend that it is. ",0.04290464,0.25084448,0,0.0262
"I'd say everyone else forgot about this section already and aren't reading it, since there haven't been any comments lately except ours. That would also explain why our recent discussion wasn't derailed.  ","Well, regarding potential action items, I guess one would be to remove libertarian socialism from the article, or briefly note it with a link.  Aside from the types of arguments that you made, there is the simpler one, which is to go by the noun, which is socialism, not libertarianism.   What do others think? ''North8000'' I'd say everyone else forgot about this section already and aren't reading it, since there haven't been any comments lately except ours. That would also explain why our recent discussion wasn't derailed.  ",0.049584184,0.112436704,0,0.0418
"Gokak isn't a Sanskrit scholar, and yes, it is UNCONTROVERSIAL THAT JACOLLIOTS WORK IS TRASH, with no reliability whatsoever. A specific claim about Ramatsariar isn't worth ""refuting"" specifically, since it only appeared in Jacolliots original worthless material. ","And it is  V. K. Gokak's comments who paved a way for me! Long live )  Gokak isn't a Sanskrit scholar, and yes, it is UNCONTROVERSIAL THAT JACOLLIOTS WORK IS TRASH, with no reliability whatsoever. A specific claim about Ramatsariar isn't worth ""refuting"" specifically, since it only appeared in Jacolliots original worthless material. ",0.43720075,0.41690505,0,0.618
"What's even more comical is that ""The sovereign status of the Nagorno-Karabakh Republic is not recognized by any state, including Armenia,"" as the Nagorno-Karabakh article makes clear. ","Also, by Node's crtieria, if Armenia recognizes Karabakh, and Romania recognizes Armenia, it must mean that Romania recognizes Transnistria... Great pieces of sophistry. What's even more comical is that ""The sovereign status of the Nagorno-Karabakh Republic is not recognized by any state, including Armenia,"" as the Nagorno-Karabakh article makes clear. ",0.081625134,0.102192536,0,0.1213
I particulary abhor press release refs. It's the laziest form of journalism and almost entirely useless for encyclopedia purposes. They absoloutely don't establish notability.  ,"That's an interesting point. The awards seem to be perfectly designed to attract media attention, of course, but a lot of those sources aren't actually about Ethecon, or only mention it in passing, or they're just press releases.  I particulary abhor press release refs. It's the laziest form of journalism and almost entirely useless for encyclopedia purposes. They absoloutely don't establish notability.  ",0.31132057,0.19124292,0,0.7143
